ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
06,California,CA,06081,San Mateo,06081,"San Mateo County, California",448.620421943672,765623,0,278756,321,263351,1075,78630,3478,17209,1276,56047,1782,52921,2015,29312,1702,123817,89,156769,0,62417,1782,10521,862,49933,2063,470451,3180,57449,1571,2997,351,19984,1081,13775,853,9952,865,10.4,0.5,4.0,0.3,21.3,0.7,9.6,0.4,3.8,0.2,16.2,0.1,20.5,0.0,8.2,0.2,4.0,0.3,6.9,0.3,61.4,0.4,20.6,0.6,1.1,0.1,7.6,0.4,5.2,0.3,1.3,0.1,0.0,0.0351,0.0526,0.2632,0.0702,0.4211,0.0351,0.5263,0.3333,0.0351,0.1404,0.5789,1.614,0.0351,0.7018,0.7018,0.7018,0.8947,0.0175,0.7193,0.4386,0.193,2.2631,0.3509,5.0,0.0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742631,42748,2892,16772,702,184490,0,222208,1856,1021,249,9398,650,32504,1944,4058,4058,5.7,0.0,2.2,0.1,24.1,0.0,29.0,0.2,0.1,0.1,1.2,0.1,4.2,0.3,0.5,0.1
06,California,CA,06083,Santa Barbara,06083,"Santa Barbara County, California",2733.934359458086,444895,0,159317,449,148309,891,92730,4197,12848,1067,47491,1669,50146,1683,43302,2370,68020,97,99039,0,44270,1227,8099,766,44724,2034,249566,1953,22417,1211,6841,507,15334,922,8647,757,20618,1034,21.8,1.0,5.7,0.5,32.0,1.1,18.2,0.6,9.9,0.5,15.3,0.1,22.3,0.0,10.1,0.3,5.5,0.5,10.7,0.5,56.1,0.4,14.1,0.8,4.3,0.3,10.3,0.6,5.8,0.5,4.6,0.2,0.4737,0.3684,0.5789,0.7018,0.9474,3.0702,0.614,0.4035,0.6316,0.1404,0.4386,0.8421,2.4562,0.5439,0.5965,0.5965,0.5965,0.8421,0.3158,0.9474,0.6491,0.807,3.5614,0.9825,9.6843,0.807,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,471508,33925,3002,7910,450,203207,0,23789,619,1596,251,349,107,11674,763,1041,1041,8.0,0.0,1.8,0.1,45.7,0.0,5.3,0.1,0.4,0.1,0.1,0.1,2.6,0.2,0.2,0.1
06,California,CA,06085,Santa Clara,06085,"Santa Clara County, California",1291.083666591338,1924379,0,668896,529,635314,1803,219364,5948,44527,1936,134022,2667,150958,2983,81041,2844,259988,0,421988,0,155216,2988,27421,1314,158711,3695,1334735,4996,150848,2548,19220,880,51362,1626,33974,1371,36212,1358,11.6,0.3,4.2,0.2,21.1,0.4,11.3,0.2,4.2,0.1,13.5,0.0,21.9,0.0,8.1,0.2,4.3,0.2,8.8,0.2,69.4,0.3,22.6,0.4,2.9,0.1,8.1,0.3,5.3,0.2,1.9,0.1,0.0526,0.0702,0.0351,0.386,0.1053,0.6492,0.0526,0.2105,0.5614,0.0175,0.2105,0.7018,1.7017,0.0877,0.8596,0.8596,0.8596,0.9474,0.193,0.7895,0.4912,0.4211,2.8422,0.6491,6.0527,0.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2084727,99133,4275,44917,1163,482101,0,720355,2334,3063,470,6310,601,72358,2743,5631,5631,5.3,0.0,2.3,0.1,25.1,0.0,37.4,0.1,0.2,0.1,0.3,0.1,3.8,0.1,0.3,0.1
06,California,CA,06087,Santa Cruz,06087,"Santa Cruz County, California",445.107491429568,273170,0,105819,325,96275,747,49115,2920,8880,803,27012,1382,21131,1215,14114,1224,44913,148,52286,8,31219,1357,4607,564,17443,1385,117761,966,9199,722,6591,518,6591,701,4982,617,13138,838,18.8,1.1,6.1,0.5,28.1,1.4,11.7,0.7,5.2,0.5,16.4,0.1,19.1,0.0,11.5,0.5,4.8,0.6,6.7,0.5,43.1,0.4,8.7,0.7,6.2,0.5,6.8,0.7,5.2,0.6,4.8,0.3,0.386,0.4386,0.2632,0.4386,0.2281,1.7545,0.2807,0.5439,0.193,0.3158,0.2807,0.5614,1.8948,0.193,0.4386,0.4386,0.4386,0.6491,0.4912,0.6491,0.4386,0.8246,3.0526,0.8246,7.1405,0.4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259994,19905,2343,2610,333,91876,0,12944,477,305,121,295,120,8884,649,847,847,7.7,0.0,1.0,0.1,33.6,0.0,4.7,0.2,0.1,0.1,0.1,0.1,3.3,0.2,0.3,0.1
06,California,CA,06089,Shasta,06089,"Shasta County, California",3775.518320596752,179267,0,78488,262,70845,699,42179,1997,4646,439,24194,1151,11252,854,10935,1026,36923,94,38668,52,32094,1032,4209,514,1747,335,37682,3692,3604,446,9310,622,2181,314,4496,436,3241,623,24.0,1.1,5.9,0.5,34.2,1.6,8.9,0.7,6.2,0.6,20.6,0.1,21.6,0.0,18.1,0.6,5.9,0.7,1.0,0.2,21.0,2.1,4.6,0.6,11.9,0.8,3.1,0.4,6.3,0.6,1.8,0.3,0.5965,0.4035,0.7895,0.1754,0.4386,2.4035,0.4561,0.7193,0.4737,0.8772,0.5439,0.0877,2.7018,0.6667,0.1053,0.1053,0.1053,0.3509,0.8246,0.193,0.7018,0.386,2.4563,0.4737,7.6669,0.4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180554,19343,1645,1871,189,18566,0,5720,349,3613,390,233,129,7431,625,248,248,11.0,0.0,1.0,0.1,10.4,0.0,3.2,0.2,2.0,0.2,0.1,0.1,4.1,0.3,0.1,0.1
06,California,CA,06091,Sierra,06091,"Sierra County, California",953.167915499364,2898,172,2337,119,1250,155,533,166,98,62,380,124,172,85,211,85,817,72,444,64,474,114,84,62,1,50,337,116,35,40,210,100,14,26,56,41,33,46,18.6,5.7,7.0,4.5,30.4,9.2,7.5,3.7,7.4,3.0,28.2,2.5,15.3,2.0,16.5,4.1,6.7,4.9,0.0,1.8,11.6,3.9,1.5,1.7,9.0,4.2,1.1,2.1,4.5,3.2,1.1,1.6,0.3684,0.5614,0.4561,0.1228,0.6316,2.1403,0.3684,0.9649,0.0175,0.7368,0.6842,0.0,2.4034,0.4737,0.0,0.0,0.0,0.0175,0.7193,0.0,0.2807,0.1053,1.1228,0.0526,5.6665,0.1404,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2215,473,265,3,5,293,110,0,13,25,29,0,13,16,15,0,0,16.5,1.0,0.1,0.2,10.1,3.5,0.0,1.4,0.9,1.0,0.0,1.4,0.6,0.5,0.0,1.4
06,California,CA,06093,Siskiyou,06093,"Siskiyou County, California",6278.764944355562,43516,0,24177,89,19195,407,12131,876,1325,238,6016,457,3212,330,2786,404,10983,72,8800,18,8088,504,765,168,603,156,10638,1518,748,172,2842,272,641,150,1184,221,566,151,28.1,2.0,7.4,1.4,31.3,2.3,10.1,1.0,6.4,0.9,25.2,0.2,20.2,0.0,18.6,1.2,4.0,0.9,1.5,0.4,24.4,3.5,3.1,0.7,11.8,1.1,3.3,0.8,6.2,1.1,1.3,0.3,0.807,0.6667,0.5439,0.2807,0.4737,2.772,0.5263,0.8246,0.3158,0.9123,0.1404,0.1579,2.351,0.4211,0.193,0.193,0.193,0.2105,0.807,0.2456,0.6842,0.193,2.1403,0.2456,7.4563,0.4561,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,40873,6160,588,641,95,5605,0,537,120,1488,191,138,57,2197,254,32,32,14.3,0.1,1.5,0.2,12.9,0.0,1.2,0.3,3.4,0.4,0.3,0.1,5.0,0.6,0.1,0.1
06,California,CA,06095,Solano,06095,"Solano County, California",821.828795461666,444538,0,159055,278,151191,723,65726,3770,13075,987,42892,1570,34830,1683,21737,1299,69968,0,98625,0,52311,1772,10454,832,19940,1323,279212,3006,15035,923,4495,507,8402,747,7147,631,10780,769,15.2,0.9,5.9,0.4,28.4,1.0,11.3,0.5,5.0,0.3,15.7,0.0,22.2,0.0,12.1,0.4,6.9,0.5,4.8,0.3,62.8,0.7,9.5,0.6,2.8,0.3,5.6,0.5,4.7,0.4,2.4,0.2,0.1579,0.4035,0.2807,0.386,0.1754,1.4035,0.2456,0.4737,0.5965,0.4386,0.7193,0.4561,2.6842,0.6316,0.7193,0.7193,0.7193,0.6667,0.1754,0.5263,0.3158,0.5439,2.2281,0.3158,7.0351,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394376,25650,2226,59249,1204,119294,0,67107,1286,1497,326,3884,260,25494,1720,2687,2687,5.9,0.0,13.3,0.3,26.8,0.0,15.1,0.3,0.3,0.1,0.9,0.1,5.7,0.4,0.6,0.2
06,California,CA,06097,Sonoma,06097,"Sonoma County, California",1575.629111584782,496801,0,206498,271,188958,873,71398,3484,12297,1079,54205,1732,39039,1648,29765,1919,97461,93,97601,0,57586,1658,9477,850,25700,1483,186194,2861,20060,1136,9482,606,9501,721,9120,843,8440,662,14.6,0.7,4.6,0.4,28.7,0.9,10.9,0.5,6.0,0.4,19.6,0.1,19.6,0.0,11.7,0.3,5.0,0.4,5.4,0.3,37.5,0.6,9.7,0.5,4.6,0.3,5.0,0.4,4.8,0.4,1.7,0.1,0.1404,0.1754,0.3333,0.3509,0.3684,1.3684,0.2105,0.6491,0.2281,0.3509,0.3333,0.4737,2.0351,0.2632,0.386,0.386,0.386,0.6842,0.3684,0.4561,0.3333,0.3509,2.1929,0.2807,5.9824,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466258,33659,2528,7380,496,134024,0,20733,753,2214,429,1481,246,17875,1411,2487,2487,6.9,0.0,1.5,0.1,27.0,0.0,4.2,0.2,0.4,0.1,0.3,0.1,3.6,0.3,0.5,0.1
06,California,CA,06099,Stanislaus,06099,"Stanislaus County, California",1496.016791547988,546235,0,182239,189,174826,884,133459,5024,22357,1162,59902,1959,70126,2085,30491,2477,71230,99,148177,0,70846,2210,13203,967,45979,2176,323273,2721,13192,895,8157,658,12438,859,9973,809,5187,441,24.6,0.9,8.8,0.5,34.3,1.1,20.2,0.6,5.6,0.5,13.0,0.1,27.1,0.0,13.0,0.4,7.6,0.6,9.1,0.4,59.2,0.5,7.2,0.5,4.5,0.4,7.1,0.5,5.7,0.5,0.9,0.1,0.6491,0.807,0.807,0.7719,0.2982,3.3332,0.7368,0.193,0.8246,0.5088,0.7895,0.7368,3.0527,0.8246,0.6491,0.6491,0.6491,0.5263,0.3509,0.6842,0.6316,0.0175,2.2105,0.2982,9.2455,0.7193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530164,51282,2839,15869,531,256424,0,31044,793,2241,440,3012,384,13519,1032,1164,1164,9.5,0.0,2.9,0.1,46.9,0.0,5.7,0.1,0.4,0.1,0.6,0.1,2.5,0.2,0.2,0.1
06,California,CA,06101,Sutter,06101,"Sutter County, California",602.695763659306,96315,0,34394,109,32586,259,22293,1878,3374,438,10029,702,12724,917,6459,899,14791,102,24979,0,11885,651,2551,333,8979,723,52680,1149,2958,340,1715,220,2061,343,1828,283,1015,252,23.4,2.0,7.7,1.0,30.8,2.1,20.2,1.4,6.8,0.9,15.4,0.1,25.9,0.0,12.5,0.7,7.8,1.0,10.0,0.8,54.7,1.2,8.6,1.0,5.0,0.6,6.3,1.1,5.6,0.9,1.1,0.3,0.5614,0.7193,0.5088,0.7719,0.5263,3.0877,0.6316,0.4386,0.7544,0.4912,0.8246,0.7719,3.2807,0.8596,0.5439,0.5439,0.5439,0.614,0.4035,0.614,0.5789,0.1053,2.3157,0.386,9.228,0.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87756,10922,1324,1734,195,30101,0,15815,489,867,136,362,23,3634,521,167,167,11.5,0.0,1.8,0.2,31.3,0.0,16.4,0.5,0.9,0.1,0.4,0.1,3.8,0.5,0.2,0.1
06,California,CA,06103,Tehama,06103,"Tehama County, California",2949.13562463268,64176,0,27618,82,24661,418,19769,1671,2427,428,8466,764,6241,572,3624,638,12707,143,15329,0,12118,841,1557,370,1884,437,20903,754,556,188,5337,466,1028,276,1794,331,836,199,31.2,2.6,8.9,1.6,34.3,3.0,14.1,1.3,5.7,1.0,19.8,0.2,23.9,0.0,19.0,1.3,6.3,1.5,3.1,0.7,32.6,1.2,2.0,0.7,19.3,1.7,4.2,1.1,7.3,1.3,1.3,0.3,0.8947,0.8246,0.807,0.5789,0.3158,3.421,0.7895,0.6842,0.7018,0.9298,0.614,0.3509,3.2807,0.8596,0.3158,0.3158,0.3158,0.0877,0.9298,0.3684,0.8947,0.193,2.4736,0.4912,9.4911,0.7544,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,58822,10607,1520,378,98,16435,0,1090,100,688,183,9,11,2287,275,16,16,16.7,0.1,0.6,0.2,25.6,0.0,1.7,0.2,1.1,0.3,0.0,0.1,3.6,0.4,0.0,0.1
06,California,CA,06105,Trinity,06105,"Trinity County, California",3179.26621591816,12541,0,8895,47,5896,227,4239,664,417,169,1818,349,677,164,1280,328,3507,100,2161,11,2180,294,525,174,89,93,2468,733,76,55,1772,207,263,115,403,133,282,82,34.4,5.4,9.0,3.5,30.8,5.8,7.0,1.7,10.4,2.7,28.0,0.8,17.2,0.1,17.7,2.4,8.9,2.9,0.7,0.8,19.7,5.8,0.9,0.6,19.9,2.3,4.5,1.9,6.8,2.3,2.2,0.7,0.9649,0.8596,0.5088,0.1053,0.9649,3.4035,0.7719,0.9298,0.1579,0.8246,0.9123,0.0351,2.8597,0.7193,0.0526,0.0526,0.0526,0.0,0.9649,0.4035,0.7895,0.4912,2.6491,0.5789,8.9649,0.614,1,0,0,0,1,2,1,0,0,1,0,2,0,0,0,1,0,0,0,1,5,9904,2961,540,65,39,933,0,244,23,691,163,35,49,290,143,210,210,24.2,0.2,0.5,0.3,7.4,0.0,1.9,0.2,5.5,1.3,0.3,0.4,2.3,1.1,1.7,1.5
06,California,CA,06107,Tulare,06107,"Tulare County, California",4823.89694179721,463955,0,150079,175,139044,793,164222,5818,20214,1385,49855,2054,76949,2070,35869,2526,52826,45,142777,0,53760,2610,13115,1082,57319,2173,335204,2920,8159,882,9096,626,14201,991,7394,669,5595,452,35.9,1.3,9.9,0.6,35.9,1.5,28.1,0.8,7.8,0.5,11.4,0.1,30.8,0.0,11.7,0.6,9.4,0.8,13.4,0.5,72.2,0.6,5.4,0.6,6.1,0.4,10.2,0.7,5.3,0.5,1.2,0.1,0.9825,0.9298,0.9298,0.9649,0.7368,4.5438,1.0,0.0526,1.0,0.3509,0.9649,0.9298,3.2982,0.8947,0.9298,0.9298,0.9298,0.4035,0.4561,0.9298,0.4912,0.1754,2.456,0.4561,11.2278,0.9298,1,1,1,1,0,4,0,1,0,1,1,3,1,1,0,0,1,0,0,1,9,466703,73770,3504,5923,395,301919,0,15857,498,2592,316,528,120,6913,804,1472,1472,16.1,0.0,1.3,0.1,65.1,0.0,3.4,0.1,0.6,0.1,0.1,0.1,1.5,0.2,0.3,0.2
06,California,CA,06109,Tuolumne,06109,"Tuolumne County, California",2220.910147072174,54147,0,31572,121,22937,637,8819,899,1646,308,7519,718,3729,557,3137,462,14109,116,8986,49,10250,750,931,280,262,130,11008,811,757,228,2789,377,561,167,1400,362,3422,264,17.4,1.8,7.3,1.3,32.8,3.0,9.0,1.3,6.1,0.9,26.1,0.2,16.6,0.1,20.0,1.5,4.1,1.2,0.5,0.3,20.3,1.5,2.4,0.7,8.8,1.2,2.4,0.7,6.1,1.5,6.3,0.5,0.3333,0.614,0.6667,0.193,0.4211,2.2281,0.4386,0.8421,0.0877,0.9649,0.193,0.0175,2.1052,0.2982,0.0877,0.0877,0.0877,0.1228,0.7018,0.1053,0.6667,0.9123,2.5089,0.5439,6.9299,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,52976,6807,1084,979,117,6810,0,730,118,765,149,146,29,1476,186,102,102,13.4,0.1,1.8,0.2,12.6,0.0,1.3,0.2,1.4,0.3,0.3,0.1,2.7,0.3,0.2,0.2
06,California,CA,06111,Ventura,06111,"Ventura County, California",1840.788448131504,845599,0,289425,380,271639,1129,133661,4348,22114,905,77020,2169,82261,2143,70449,2941,131672,76,193847,0,92514,2501,13366,961,71885,2424,465628,2689,31444,1212,11241,652,16793,1007,11671,807,13099,1007,16.0,0.5,5.1,0.2,28.4,0.8,14.4,0.4,8.4,0.4,15.6,0.1,22.9,0.0,11.0,0.3,4.9,0.4,9.0,0.3,55.1,0.3,10.9,0.4,3.9,0.2,6.2,0.4,4.3,0.3,1.5,0.1,0.2105,0.2632,0.2807,0.5965,0.8246,2.1755,0.4035,0.4561,0.6667,0.2456,0.3158,0.7193,2.4035,0.4912,0.5614,0.5614,0.5614,0.7544,0.2807,0.5965,0.1754,0.2807,2.0877,0.2281,7.2281,0.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800107,71112,4406,14321,611,361648,0,59761,1174,1847,311,1655,158,24692,1367,1704,1704,8.5,0.0,1.7,0.1,42.8,0.0,7.1,0.1,0.2,0.1,0.2,0.1,2.9,0.2,0.2,0.1
06,California,CA,06113,Yolo,06113,"Yolo County, California",1014.732376312638,218774,0,78565,273,74614,619,54468,2581,5953,647,22623,1179,16124,911,9433,1194,27314,112,45977,0,22154,1172,4260,579,12433,1231,118516,1558,12667,839,2908,357,4336,562,5934,586,8103,731,25.8,1.2,5.6,0.6,30.3,1.6,12.5,0.7,4.3,0.5,12.5,0.1,21.0,0.0,10.2,0.5,5.7,0.8,6.0,0.6,54.2,0.7,16.1,1.1,3.7,0.5,5.8,0.8,8.0,0.8,3.7,0.3,0.7368,0.3333,0.4386,0.5088,0.1228,2.1403,0.3684,0.1228,0.4211,0.193,0.4912,0.4912,1.7193,0.1053,0.5263,0.5263,0.5263,0.8596,0.2456,0.5439,0.9298,0.7719,3.3508,0.9123,7.7367,0.4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,234275,16979,2085,5137,386,69341,0,31237,787,768,216,928,155,10490,982,615,615,8.1,0.0,2.3,0.2,31.7,0.0,14.3,0.4,0.4,0.1,0.4,0.1,4.8,0.4,0.3,0.1
06,California,CA,06115,Yuba,06115,"Yuba County, California",632.00567845223,77524,0,28632,122,26434,401,18954,1551,2257,423,8883,725,8724,757,5344,739,9588,150,21355,0,11451,804,1898,360,3228,484,35675,928,1932,347,2677,417,1219,244,1757,329,1471,349,25.0,2.0,7.1,1.2,33.6,2.7,17.8,1.5,7.1,1.0,12.4,0.2,27.5,0.0,15.3,1.1,7.2,1.4,4.5,0.7,46.0,1.2,6.7,1.2,9.3,1.5,4.6,0.9,6.6,1.2,1.9,0.5,0.6667,0.5789,0.7544,0.6667,0.5789,3.2456,0.7018,0.1053,0.9123,0.6667,0.7368,0.4211,2.8422,0.7018,0.4561,0.4561,0.4561,0.4737,0.7368,0.4386,0.7368,0.4211,2.807,0.614,9.3509,0.7368,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74261,8149,1134,2533,311,22318,0,5134,314,596,196,296,54,4664,543,134,134,10.7,0.1,3.3,0.4,28.8,0.0,6.6,0.4,0.8,0.3,0.4,0.1,6.0,0.7,0.2,0.2
